## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value,Remote Access,I/O Address,Data Type,Structure Type,BOW Details,UDS Name,UDS Field Name,UDS Field Type,UDS Field Struct Type,UDS Comment
## 4.0
,,,,,,,,,,,,,,,,,,,"Recipe",,,,
,,,,,,,,,,,,,,,,,,,"Recipe","SetPt","US16",,
,,,,,,,,,,,,,,,,,,,"Recipe","ProcessVar","F32",,
,,,,,,,,,,,,,,,,,,,"Recipe","P","F32",,
,,,,,,,,,,,,,,,,,,,"Recipe","I","F32",,
,,,,,,,,,,,,,,,,,,,"Recipe","D","F32",,
,,,,,,,,,,,,,,,,,,,"Recipe","Name","STR",,
,,,,,,,,,,,,,,,,,,,"Recipe","Number","US16",,
,,,,,,,,,,,,,,,,,,,"Recipe","Output","S32",,
SBR-001008,"1 Minute Bit",false,"False",,,,,,,"On for 30 seconds and Off for 30 seconds",,,,false,,"SBR",,false
SBR-001009,"2 Second Bit",false,"False",,,,,,,"On for 1 second and Off for 1 second",,,,false,,"SBR",,false
AIS32-0.1.1.1,"AI1_1",false,"0",,,,,,,,false,false,"0",false,"AIS32-0.1.1.1","AIS32",,false
AIS32-0.1.1.2,"AI1_2",false,"0",,,,,,,,false,false,"0",false,"AIS32-0.1.1.2","AIS32",,false
AIS32-0.1.1.3,"AI1_3",false,"0",,,,,,,,false,false,"0",false,"AIS32-0.1.1.3","AIS32",,false
AIS32-0.1.1.4,"AI1_4",false,"0",,,,,,,,false,false,"0",false,"AIS32-0.1.1.4","AIS32",,false
AOS32-0.1.1.1,"AO1_1",false,"0",,,,,,,,false,false,"0",false,"AOS32-0.1.1.1","AOS32",,false
AOS32-0.1.1.2,"AO1_2",false,"0",,,,,,,,false,false,"0",false,"AOS32-0.1.1.2","AOS32",,false
SBR-001002,"Always Off Bit",false,"False",,,,,,,"always off",,,,false,,"SBR",,false
SBR-001017,"Array out of range error",false,"False",,,,,,,"On if an array index is outside the range of the array",,,,false,,"SBR",,false
SWR-001514,"Array range error rung location",false,"0",,,,,,,"Rung Number in which ""Array out of range error"" occurred",,,,false,,"SWR",,false
SWR-001513,"Array range error task location",false,"0",,,,,,,"Task Number in which ""Array out of range error"" occurred",,,,false,,"SWR",,false
SWR-001506,"Avg Logic Scan Time [x100=usec]",false,"0",,,,,,,"average logic scan time",,,,false,,"SWR",,false
SWR-001503,"Avg Scan Interval [x100=usec]",false,"0",,,,,,,"average overall scan time",,,,false,,"SWR",,false
SBR-001006,"Battery Disabled",false,"False",,,,,,,"On if the ""CPU Battery Alarm"" is disabled in H/W Configuration",,,,false,,"SBR",,false
SBR-001005,"Battery Low Bit",false,"False",,,,,,,"On if the battery is weak (""CPU Battery Alarm"" in H/W Configuration)",,,,false,,"SBR",,false
SWR-001518,"Battery Voltage",false,"0",,,,,,,"battery voltage in 10ths of a volt",,,,false,,"SWR",,false
SSTR-000041,"CPU Event Log String 01",false,,,,50,,,,"most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000042,"CPU Event Log String 02",false,,,,50,,,,"2nd most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000043,"CPU Event Log String 03",false,,,,50,,,,"3rd most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000044,"CPU Event Log String 04",false,,,,50,,,,"4th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000045,"CPU Event Log String 05",false,,,,50,,,,"5th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000046,"CPU Event Log String 06",false,,,,50,,,,"6th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000047,"CPU Event Log String 07",false,,,,50,,,,"7th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000048,"CPU Event Log String 08",false,,,,50,,,,"8th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000049,"CPU Event Log String 09",false,,,,50,,,,"9th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000050,"CPU Event Log String 10",false,,,,50,,,,"10th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000051,"CPU Event Log String 11",false,,,,50,,,,"11th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000052,"CPU Event Log String 12",false,,,,50,,,,"12th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000053,"CPU Event Log String 13",false,,,,50,,,,"13th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000054,"CPU Event Log String 14",false,,,,50,,,,"14th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000055,"CPU Event Log String 15",false,,,,50,,,,"15th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000056,"CPU Event Log String 16",false,,,,50,,,,"16th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000057,"CPU Event Log String 17",false,,,,50,,,,"17th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000058,"CPU Event Log String 18",false,,,,50,,,,"18th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000059,"CPU Event Log String 19",false,,,,50,,,,"19th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000060,"CPU Event Log String 20",false,,,,50,,,,"20th most recent CPU event log message",,,,false,,"SSTR",,false
SSTR-000101,"CPU Model Name",false,,,,50,,,,"CPU Model (ex: ""P3-550"")",,,,false,,"SSTR",,false
SSTR-000102,"CPU Program File Name",false,,,,50,,,,"CPU program file name",,,,false,,"SSTR",,false
SBR-001001,"CPU in Run",false,"False",,,,,,,"On during Run or Debug mode",,,,false,,"SBR",,false
AR1US8-000001,"CR_IntArray()",FALSE,,,,,,1,,,,,,false,,"AR1US8",
AR1US8-000001(1),"CR_IntArray(1)",FALSE,"0",,,,,1,,,,,,false,,"AR1US8",,false
SWR-001523,"Clock Day",false,"0",,,,,,,"current Real Time Clock Calendar Day",,,,false,,"SWR",,false
SWRW-001754,"Clock Day Set",false,"0",,,,,,,"new Real Time Clock Day (set all 3 date values then set ""Initiate_New_Date"" on)",,,,false,,"SWRW",,false
SWR-001522,"Clock Day of Week",false,"0",,,,,,,"current Real Time Clock Day of the week (1=Mon ...7=Sun)",,,,false,,"SWR",,false
SWR-001521,"Clock Hours",false,"0",,,,,,,"current Real Time Clock Hours",,,,false,,"SWR",,false
SWRW-001753,"Clock Hours Set",false,"0",,,,,,,"new Real Time Clock Hours (set all 3 time values then set ""Initiate_New_Time"" on)",,,,false,,"SWRW",,false
SWR-001520,"Clock Minutes",false,"0",,,,,,,"current Real Time Clock Minutes",,,,false,,"SWR",,false
SWRW-001752,"Clock Minutes Set",false,"0",,,,,,,"new Real Time Clock Minutes (set all 3 time values then set ""Initiate_New_Time"" on)",,,,false,,"SWRW",,false
SWR-001524,"Clock Month",false,"0",,,,,,,"current Real Time Clock Calendar Month",,,,false,,"SWR",,false
SWRW-001755,"Clock Month Set",false,"0",,,,,,,"new Real Time Clock Month (set all 3 date values then set ""Initiate_New_Date"" on)",,,,false,,"SWRW",,false
SWR-001519,"Clock Seconds",false,"0",,,,,,,"current Real Time Clock Seconds",,,,false,,"SWR",,false
SWRW-001751,"Clock Seconds Set",false,"0",,,,,,,"new Real Time Clock Seconds (set all 3 time values then set ""Initiate_New_Time"" on)",,,,false,,"SWRW",,false
SWR-001525,"Clock Year",false,"0",,,,,,,"current Real Time Clock Calendar Year",,,,false,,"SWR",,false
SWRW-001756,"Clock Year Set",false,"0",,,,,,,"new Real Time Clock Year (set all 3 date values then set ""Initiate_New_Date"" on)",,,,false,,"SWRW",,false
SSTRUC-000008,"Cnt",false,,,,,,,,"System Structure for Simple Counter",,,,false,,"SSTRUC","SCNT",false
S32-000204,"Cnt.Current",false,"0",,,,,,,,false,false,"0",false,,"S32","SCNT",false
C-000095,"Cnt.Done",false,"False",,,,,,,,false,false,"False",false,,"C","SCNT",false
S32-000203,"Cnt.Preset",false,"100",,,,,,,,false,false,"0",false,,"S32","SCNT",false
STR-000007,"Cr_String",false,,,,1,,,,,,,,false,,"STR",,false
SBR-001012,"Critical Error Bit",false,"False",,,,,,,"On when a critical error is active",,,,false,,"SBR",,false
SWR-000001,"Critical Error Log 01",false,"0",,,,,,,"most recent critical error",,,,false,,"SWR",,false
SWR-000002,"Critical Error Log 02",false,"0",,,,,,,"2nd most recent critical error",,,,false,,"SWR",,false
SWR-000003,"Critical Error Log 03",false,"0",,,,,,,"3rd most recent critical error",,,,false,,"SWR",,false
SWR-000004,"Critical Error Log 04",false,"0",,,,,,,"4th most recent critical error",,,,false,,"SWR",,false
SWR-000005,"Critical Error Log 05",false,"0",,,,,,,"5th most recent critical error",,,,false,,"SWR",,false
SWR-000006,"Critical Error Log 06",false,"0",,,,,,,"6th most recent critical error",,,,false,,"SWR",,false
SWR-000007,"Critical Error Log 07",false,"0",,,,,,,"7th most recent critical error",,,,false,,"SWR",,false
SWR-000008,"Critical Error Log 08",false,"0",,,,,,,"8th most recent critical error",,,,false,,"SWR",,false
SWR-000009,"Critical Error Log 09",false,"0",,,,,,,"9th most recent critical error",,,,false,,"SWR",,false
SWR-000010,"Critical Error Log 10",false,"0",,,,,,,"10th most recent critical error",,,,false,,"SWR",,false
SWR-000011,"Critical Error Log 11",false,"0",,,,,,,"11th most recent critical error",,,,false,,"SWR",,false
SWR-000012,"Critical Error Log 12",false,"0",,,,,,,"12th most recent critical error",,,,false,,"SWR",,false
SWR-000013,"Critical Error Log 13",false,"0",,,,,,,"13th most recent critical error",,,,false,,"SWR",,false
SWR-000014,"Critical Error Log 14",false,"0",,,,,,,"14th most recent critical error",,,,false,,"SWR",,false
SWR-000015,"Critical Error Log 15",false,"0",,,,,,,"15th most recent critical error",,,,false,,"SWR",,false
SWR-000016,"Critical Error Log 16",false,"0",,,,,,,"16th most recent critical error",,,,false,,"SWR",,false
SWR-000017,"Critical Error Log 17",false,"0",,,,,,,"17th most recent critical error",,,,false,,"SWR",,false
SWR-000018,"Critical Error Log 18",false,"0",,,,,,,"18th most recent critical error",,,,false,,"SWR",,false
SWR-000019,"Critical Error Log 19",false,"0",,,,,,,"19th most recent critical error",,,,false,,"SWR",,false
SWR-000020,"Critical Error Log 20",false,"0",,,,,,,"20th most recent critical error",,,,false,,"SWR",,false
SSTR-000001,"Critical Error Log String 01",false,,,,50,,,,"most recent critical error message",,,,false,,"SSTR",,false
SSTR-000002,"Critical Error Log String 02",false,,,,50,,,,"2nd most recent critical error message",,,,false,,"SSTR",,false
SSTR-000003,"Critical Error Log String 03",false,,,,50,,,,"3rd most recent critical error message",,,,false,,"SSTR",,false
SSTR-000004,"Critical Error Log String 04",false,,,,50,,,,"4th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000005,"Critical Error Log String 05",false,,,,50,,,,"5th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000006,"Critical Error Log String 06",false,,,,50,,,,"6th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000007,"Critical Error Log String 07",false,,,,50,,,,"7th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000008,"Critical Error Log String 08",false,,,,50,,,,"8th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000009,"Critical Error Log String 09",false,,,,50,,,,"9th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000010,"Critical Error Log String 10",false,,,,50,,,,"10th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000011,"Critical Error Log String 11",false,,,,50,,,,"11th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000012,"Critical Error Log String 12",false,,,,50,,,,"12th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000013,"Critical Error Log String 13",false,,,,50,,,,"13th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000014,"Critical Error Log String 14",false,,,,50,,,,"14th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000015,"Critical Error Log String 15",false,,,,50,,,,"15th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000016,"Critical Error Log String 16",false,,,,50,,,,"16th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000017,"Critical Error Log String 17",false,,,,50,,,,"17th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000018,"Critical Error Log String 18",false,,,,50,,,,"18th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000019,"Critical Error Log String 19",false,,,,50,,,,"19th most recent critical error message",,,,false,,"SSTR",,false
SSTR-000020,"Critical Error Log String 20",false,,,,50,,,,"20th most recent critical error message",,,,false,,"SSTR",,false
SWR-001510,"Current Critical Error",false,"0",,,,,,,"current critical error number",,,,false,,"SWR",,false
SWR-001516,"Current I/O Config Error Base",false,"0",,,,,,,"I/O base in which ""I/O Configuration Error"" occurred",,,,false,,"SWR",,false
SWR-001515,"Current I/O Config Error Group",false,"0",,,,,,,"I/O group in which ""I/O Configuration Error"" occurred",,,,false,,"SWR",,false
SWR-001517,"Current I/O Config Error Slot",false,"0",,,,,,,"I/O slot in which ""I/O Configuration Error"" occurred",,,,false,,"SWR",,false
SWR-001511,"Current Non-critical Error",false,"0",,,,,,,"current noncritical error number",,,,false,,"SWR",,false
USTRUC-000001,"CurrentRecipe",false,,,,,,,,,,,,false,,"USTRUC","Recipe",false
F32-000009,"CurrentRecipe.D",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","Recipe",false
F32-000008,"CurrentRecipe.I",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","Recipe",false
STR-000001,"CurrentRecipe.Name",false,,,,15,,,,,,,,false,,"STR","Recipe",false
US16-000006,"CurrentRecipe.Number",false,"0",,,,,,,,false,false,"0",false,,"US16","Recipe",false
S32-000009,"CurrentRecipe.Output",false,"0",,,,,,,,false,false,"0",false,,"S32","Recipe",false
F32-000007,"CurrentRecipe.P",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","Recipe",false
F32-000006,"CurrentRecipe.ProcessVar",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","Recipe",false
US16-000003,"CurrentRecipe.SetPt",false,"0",,,,,,,,false,false,"0",false,,"US16","Recipe",false
DI-0.1.2.1,"DI-0.1.2.1",false,"False",,,,,,,"Door Interlock 0 = Door Open 1 = Door Is Closed",false,false,"False",false,"DI-0.1.2.1","DI",,false
DI-0.1.2.2,"DI-0.1.2.2",false,"False",,,,,,,,false,false,"False",false,"DI-0.1.2.2","DI",,false
DI-0.1.2.3,"DI-0.1.2.3",false,"False",,,,,,,,false,false,"False",false,"DI-0.1.2.3","DI",,false
DI-0.1.2.4,"DI-0.1.2.4",false,"False",,,,,,,,false,false,"False",false,"DI-0.1.2.4","DI",,false
DI-0.1.2.5,"DI-0.1.2.5",false,"False",,,,,,,,false,false,"False",false,"DI-0.1.2.5","DI",,false
DI-0.1.2.6,"DI-0.1.2.6",false,"False",,,,,,,,false,false,"False",false,"DI-0.1.2.6","DI",,false
DI-0.1.2.7,"DI-0.1.2.7",false,"False",,,,,,,,false,false,"False",false,"DI-0.1.2.7","DI",,false
DI-0.1.2.8,"DI-0.1.2.8",false,"False",,,,,,,,false,false,"False",false,"DI-0.1.2.8","DI",,false
SSTRUC-000010,"DMM",false,,,,,,,,"System Structure for Custom Protocol Device",,,,false,,"SSTRUC","CPED",false
S32-000212,"DMM.MessagesPending",false,"0",,,,,,,,false,false,"0",false,,"S32","CPED",false
S32-000211,"DMM.MessagesReceived",false,"0",,,,,,,,false,false,"0",false,,"S32","CPED",false
S32-000210,"DMM.MessagesSent",false,"0",,,,,,,,false,false,"0",false,,"S32","CPED",false
C-000097,"DMM.QueueOverflow",false,"False",,,,,,,,false,false,"False",false,,"C","CPED",false
C-000096,"DMM.TCPConnected",false,"False",,,,,,,,false,false,"False",false,,"C","CPED",false
STR-000005,"DMM.TcpIpError",false,,,,32,,,,,,,,false,,"STR","CPED",false
SSTRUC-000011,"DMM_Receive",false,,,,,,,,"System Structure for Custom Protocol Ethernet",,,,false,,"SSTRUC","CPE",false
S32-000216,"DMM_Receive.BytesReceived",false,"0",,,,,,,,false,false,"0",false,,"S32","CPE",false
S32-000215,"DMM_Receive.BytesToSend",false,"0",,,,,,,,false,false,"0",false,,"S32","CPE",false
C-000099,"DMM_Receive.Complete",false,"False",,,,,,,,false,false,"False",false,,"C","CPE",false
C-000098,"DMM_Receive.InProgress",false,"False",,,,,,,,false,false,"False",false,,"C","CPE",false
AR1SSTRUC-000002,"DMM_Result()",FALSE,,,,,,10,,"System Structure for Find String",,,,false,,"AR1SSTRUC","FNDS"
AR1SSTRUC-000002(1),"DMM_Result(1)",FALSE,,,,,,10,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(2),"DMM_Result(2)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(3),"DMM_Result(3)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(4),"DMM_Result(4)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(5),"DMM_Result(5)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(6),"DMM_Result(6)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(7),"DMM_Result(7)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(8),"DMM_Result(8)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(9),"DMM_Result(9)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1SSTRUC-000002(10),"DMM_Result(10)",FALSE,,,,,,,,,,,,false,,"AR1SSTRUC","FNDS",false
AR1S32-000008,"DMM_Result().FoundIndex",FALSE,,,,,,10,,,,,,false,,"AR1S32","FNDS"
AR1S32-000008(1),"DMM_Result(1).FoundIndex",FALSE,"0",,,,,10,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(2),"DMM_Result(2).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(3),"DMM_Result(3).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(4),"DMM_Result(4).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(5),"DMM_Result(5).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(6),"DMM_Result(6).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(7),"DMM_Result(7).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(8),"DMM_Result(8).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(9),"DMM_Result(9).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000008(10),"DMM_Result(10).FoundIndex",FALSE,"0",,,,,,,,,,,false,,"AR1S32","FNDS",false
AR1S32-000005,"DMM_Result().FromIndex",FALSE,,,,,,10,,,,,,false,,"AR1S32","FNDS"
